date_confirm,province,new_cases,imported_cases,new_cases_wo_imported
2020-01-16T00:00:00Z,hubei,4,0,4
2020-01-17T00:00:00Z,hubei,17,0,17
2020-01-18T00:00:00Z,hubei,59,0,59
2020-01-19T00:00:00Z,hubei,77,0,77
2020-01-20T00:00:00Z,hubei,72,0,72
2020-01-21T00:00:00Z,hubei,105,0,105
2020-01-22T00:00:00Z,hubei,69,0,69
2020-01-23T00:00:00Z,hubei,105,0,105
2020-01-24T00:00:00Z,hubei,180,0,180
2020-01-25T00:00:00Z,hubei,323,0,323
2020-01-26T00:00:00Z,hubei,371,0,371
2020-01-27T00:00:00Z,hubei,1291,0,1291
2020-01-28T00:00:00Z,hubei,840,0,840
2020-01-29T00:00:00Z,hubei,1032,0,1032
2020-01-30T00:00:00Z,hubei,1220,0,1220
2020-01-31T00:00:00Z,hubei,1347,0,1347
2020-02-01T00:00:00Z,hubei,1921,0,1921
2020-02-02T00:00:00Z,hubei,2103,0,2103
2020-02-03T00:00:00Z,hubei,2345,0,2345
2020-02-04T00:00:00Z,hubei,3156,0,3156
2020-02-05T00:00:00Z,hubei,2987,0,2987
2020-02-06T00:00:00Z,hubei,2447,0,2447
2020-02-07T00:00:00Z,hubei,2841,0,2841
2020-02-08T00:00:00Z,hubei,2147,0,2147
2020-02-09T00:00:00Z,hubei,2618,0,2618
2020-02-10T00:00:00Z,hubei,2097,0,2097
2020-02-11T00:00:00Z,hubei,1638,0,1638
2020-02-12T00:00:00Z,hubei,14840,0,14840
2020-02-13T00:00:00Z,hubei,4823,0,4823
2020-02-14T00:00:00Z,hubei,2420,0,2420
2020-02-15T00:00:00Z,hubei,1843,0,1843
2020-02-16T00:00:00Z,hubei,1933,0,1933
2020-02-17T00:00:00Z,hubei,1807,0,1807
2020-02-18T00:00:00Z,hubei,1693,0,1693
2020-02-19T00:00:00Z,hubei,775,0,775
2020-02-20T00:00:00Z,hubei,631,0,631
2020-02-21T00:00:00Z,hubei,366,0,366
2020-02-22T00:00:00Z,hubei,630,0,630
2020-02-23T00:00:00Z,hubei,398,0,398
2020-02-24T00:00:00Z,hubei,499,0,499
2020-02-25T00:00:00Z,hubei,401,0,401
2020-02-26T00:00:00Z,hubei,409,0,409
2020-02-27T00:00:00Z,hubei,318,0,318
2020-02-28T00:00:00Z,hubei,423,0,423
2020-02-29T00:00:00Z,hubei,570,0,570
2020-03-01T00:00:00Z,hubei,196,0,196
2020-03-02T00:00:00Z,hubei,114,0,114
2020-03-03T00:00:00Z,hubei,115,0,115
2020-03-04T00:00:00Z,hubei,134,0,134
2020-03-05T00:00:00Z,hubei,126,0,126
2020-03-06T00:00:00Z,hubei,74,0,74
2020-03-07T00:00:00Z,hubei,41,0,41
2020-03-08T00:00:00Z,hubei,36,0,36
2020-03-09T00:00:00Z,hubei,17,0,17
2020-03-10T00:00:00Z,hubei,13,0,13
2020-03-11T00:00:00Z,hubei,8,0,8
2020-03-12T00:00:00Z,hubei,5,0,5
2020-03-13T00:00:00Z,hubei,4,0,4
2020-03-14T00:00:00Z,hubei,4,0,4
2020-03-15T00:00:00Z,hubei,4,0,4
2020-03-16T00:00:00Z,hubei,1,0,1
2020-03-17T00:00:00Z,hubei,1,0,1
2020-03-18T00:00:00Z,hubei,0,0,0
2020-03-19T00:00:00Z,hubei,0,0,0
2020-03-20T00:00:00Z,hubei,0,0,0
2020-03-21T00:00:00Z,hubei,0,0,0
2020-03-22T00:00:00Z,hubei,0,0,0
2020-03-23T00:00:00Z,hubei,1,0,1
2020-03-24T00:00:00Z,hubei,0,0,0
2020-03-25T00:00:00Z,hubei,NA,0,NA
2020-03-26T00:00:00Z,hubei,NA,0,NA
2020-03-27T00:00:00Z,hubei,NA,0,NA
2020-03-28T00:00:00Z,hubei,NA,0,NA
2020-03-29T00:00:00Z,hubei,NA,0,NA
2020-03-30T00:00:00Z,hubei,NA,0,NA
2020-03-31T00:00:00Z,hubei,NA,0,NA
2020-04-01T00:00:00Z,hubei,NA,0,NA
2020-04-02T00:00:00Z,hubei,NA,0,NA
2020-01-16T00:00:00Z,guangdong,0,0,0
2020-01-17T00:00:00Z,guangdong,0,0,0
2020-01-18T00:00:00Z,guangdong,0,0,0
2020-01-19T00:00:00Z,guangdong,0,0,0
2020-01-20T00:00:00Z,guangdong,0,0,0
2020-01-21T00:00:00Z,guangdong,12,0,12
2020-01-22T00:00:00Z,guangdong,6,0,6
2020-01-23T00:00:00Z,guangdong,21,0,21
2020-01-24T00:00:00Z,guangdong,25,0,25
2020-01-25T00:00:00Z,guangdong,20,0,20
2020-01-26T00:00:00Z,guangdong,48,0,48
2020-01-27T00:00:00Z,guangdong,42,0,42
2020-01-28T00:00:00Z,guangdong,53,0,53
2020-01-29T00:00:00Z,guangdong,70,0,70
2020-01-30T00:00:00Z,guangdong,82,0,82
2020-01-31T00:00:00Z,guangdong,127,0,127
2020-02-01T00:00:00Z,guangdong,85,0,85
2020-02-02T00:00:00Z,guangdong,79,0,79
2020-02-03T00:00:00Z,guangdong,114,0,114
2020-02-04T00:00:00Z,guangdong,73,0,73
2020-02-05T00:00:00Z,guangdong,74,0,74
2020-02-06T00:00:00Z,guangdong,74,0,74
2020-02-07T00:00:00Z,guangdong,57,0,57
2020-02-08T00:00:00Z,guangdong,45,0,45
2020-02-09T00:00:00Z,guangdong,31,0,31
2020-02-10T00:00:00Z,guangdong,26,0,26
2020-02-11T00:00:00Z,guangdong,42,0,42
2020-02-12T00:00:00Z,guangdong,22,0,22
2020-02-13T00:00:00Z,guangdong,20,0,20
2020-02-14T00:00:00Z,guangdong,33,0,33
2020-02-15T00:00:00Z,guangdong,22,0,22
2020-02-16T00:00:00Z,guangdong,6,0,6
2020-02-17T00:00:00Z,guangdong,6,0,6
2020-02-18T00:00:00Z,guangdong,3,0,3
2020-02-19T00:00:00Z,guangdong,1,0,1
2020-02-20T00:00:00Z,guangdong,1,0,1
2020-02-21T00:00:00Z,guangdong,6,0,6
2020-02-22T00:00:00Z,guangdong,3,0,3
2020-02-23T00:00:00Z,guangdong,3,0,3
2020-02-24T00:00:00Z,guangdong,2,0,2
2020-02-25T00:00:00Z,guangdong,0,0,0
2020-02-26T00:00:00Z,guangdong,0,0,0
2020-02-27T00:00:00Z,guangdong,1,0,1
2020-02-28T00:00:00Z,guangdong,1,0,1
2020-02-29T00:00:00Z,guangdong,0,0,0
2020-03-01T00:00:00Z,guangdong,1,1,0
2020-03-02T00:00:00Z,guangdong,0,0,0
2020-03-03T00:00:00Z,guangdong,0,0,0
2020-03-04T00:00:00Z,guangdong,0,0,0
2020-03-05T00:00:00Z,guangdong,1,0,1
2020-03-06T00:00:00Z,guangdong,1,1,0
2020-03-07T00:00:00Z,guangdong,0,0,0
2020-03-08T00:00:00Z,guangdong,0,0,0
2020-03-09T00:00:00Z,guangdong,1,1,0
2020-03-10T00:00:00Z,guangdong,0,0,0
2020-03-11T00:00:00Z,guangdong,3,3,0
2020-03-12T00:00:00Z,guangdong,0,0,0
2020-03-13T00:00:00Z,guangdong,0,0,0
2020-03-14T00:00:00Z,guangdong,1,1,0
2020-03-15T00:00:00Z,guangdong,4,4,0
2020-03-16T00:00:00Z,guangdong,3,3,0
2020-03-17T00:00:00Z,guangdong,5,5,0
2020-03-18T00:00:00Z,guangdong,9,9,0
2020-03-19T00:00:00Z,guangdong,14,14,0
2020-03-20T00:00:00Z,guangdong,7,7,0
2020-03-21T00:00:00Z,guangdong,8,7,1
2020-03-22T00:00:00Z,guangdong,6,6,0
2020-03-23T00:00:00Z,guangdong,15,14,1
2020-03-24T00:00:00Z,guangdong,5,5,0
2020-03-25T00:00:00Z,guangdong,NA,0,NA
2020-03-26T00:00:00Z,guangdong,NA,0,NA
2020-03-27T00:00:00Z,guangdong,NA,0,NA
2020-03-28T00:00:00Z,guangdong,NA,0,NA
2020-03-29T00:00:00Z,guangdong,NA,0,NA
2020-03-30T00:00:00Z,guangdong,NA,0,NA
2020-03-31T00:00:00Z,guangdong,NA,0,NA
2020-04-01T00:00:00Z,guangdong,NA,0,NA
2020-04-02T00:00:00Z,guangdong,NA,0,NA
2020-01-16T00:00:00Z,zhejiang,0,0,0
2020-01-17T00:00:00Z,zhejiang,0,0,0
2020-01-18T00:00:00Z,zhejiang,0,0,0
2020-01-19T00:00:00Z,zhejiang,0,0,0
2020-01-20T00:00:00Z,zhejiang,0,0,0
2020-01-21T00:00:00Z,zhejiang,5,0,5
2020-01-22T00:00:00Z,zhejiang,5,0,5
2020-01-23T00:00:00Z,zhejiang,20,0,20
2020-01-24T00:00:00Z,zhejiang,19,0,19
2020-01-25T00:00:00Z,zhejiang,42,0,42
2020-01-26T00:00:00Z,zhejiang,24,0,24
2020-01-27T00:00:00Z,zhejiang,45,0,45
2020-01-28T00:00:00Z,zhejiang,123,0,123
2020-01-29T00:00:00Z,zhejiang,132,0,132
2020-01-30T00:00:00Z,zhejiang,109,0,109
2020-01-31T00:00:00Z,zhejiang,62,0,62
2020-02-01T00:00:00Z,zhejiang,62,0,62
2020-02-02T00:00:00Z,zhejiang,63,0,63
2020-02-03T00:00:00Z,zhejiang,105,0,105
2020-02-04T00:00:00Z,zhejiang,66,0,66
2020-02-05T00:00:00Z,zhejiang,59,0,59
2020-02-06T00:00:00Z,zhejiang,52,0,52
2020-02-07T00:00:00Z,zhejiang,42,0,42
2020-02-08T00:00:00Z,zhejiang,27,0,27
2020-02-09T00:00:00Z,zhejiang,29,0,29
2020-02-10T00:00:00Z,zhejiang,25,0,25
2020-02-11T00:00:00Z,zhejiang,14,0,14
2020-02-12T00:00:00Z,zhejiang,14,0,14
2020-02-13T00:00:00Z,zhejiang,10,0,10
2020-02-14T00:00:00Z,zhejiang,7,0,7
2020-02-15T00:00:00Z,zhejiang,5,0,5
2020-02-16T00:00:00Z,zhejiang,4,0,4
2020-02-17T00:00:00Z,zhejiang,1,0,1
2020-02-18T00:00:00Z,zhejiang,1,0,1
2020-02-19T00:00:00Z,zhejiang,2,0,2
2020-02-20T00:00:00Z,zhejiang,28,0,28
2020-02-21T00:00:00Z,zhejiang,2,0,2
2020-02-22T00:00:00Z,zhejiang,0,0,0
2020-02-23T00:00:00Z,zhejiang,0,0,0
2020-02-24T00:00:00Z,zhejiang,0,0,0
2020-02-25T00:00:00Z,zhejiang,0,0,0
2020-02-26T00:00:00Z,zhejiang,0,0,0
2020-02-27T00:00:00Z,zhejiang,0,0,0
2020-02-28T00:00:00Z,zhejiang,0,0,0
2020-02-29T00:00:00Z,zhejiang,0,0,0
2020-03-01T00:00:00Z,zhejiang,1,1,0
2020-03-02T00:00:00Z,zhejiang,7,7,0
2020-03-03T00:00:00Z,zhejiang,0,0,0
2020-03-04T00:00:00Z,zhejiang,2,2,0
2020-03-05T00:00:00Z,zhejiang,0,0,0
2020-03-06T00:00:00Z,zhejiang,0,0,0
2020-03-07T00:00:00Z,zhejiang,0,0,0
2020-03-08T00:00:00Z,zhejiang,0,0,0
2020-03-09T00:00:00Z,zhejiang,0,0,0
2020-03-10T00:00:00Z,zhejiang,0,0,0
2020-03-11T00:00:00Z,zhejiang,0,0,0
2020-03-12T00:00:00Z,zhejiang,0,0,0
2020-03-13T00:00:00Z,zhejiang,0,0,0
2020-03-14T00:00:00Z,zhejiang,4,4,0
2020-03-15T00:00:00Z,zhejiang,0,0,0
2020-03-16T00:00:00Z,zhejiang,1,1,0
2020-03-17T00:00:00Z,zhejiang,0,0,0
2020-03-18T00:00:00Z,zhejiang,1,1,0
2020-03-19T00:00:00Z,zhejiang,1,1,0
2020-03-20T00:00:00Z,zhejiang,2,2,0
2020-03-21T00:00:00Z,zhejiang,1,1,0
2020-03-22T00:00:00Z,zhejiang,1,1,0
2020-03-23T00:00:00Z,zhejiang,2,2,0
2020-03-24T00:00:00Z,zhejiang,1,1,0
2020-03-25T00:00:00Z,zhejiang,NA,0,NA
2020-03-26T00:00:00Z,zhejiang,NA,0,NA
2020-03-27T00:00:00Z,zhejiang,NA,0,NA
2020-03-28T00:00:00Z,zhejiang,NA,0,NA
2020-03-29T00:00:00Z,zhejiang,NA,0,NA
2020-03-30T00:00:00Z,zhejiang,NA,0,NA
2020-03-31T00:00:00Z,zhejiang,NA,0,NA
2020-04-01T00:00:00Z,zhejiang,NA,0,NA
2020-04-02T00:00:00Z,zhejiang,NA,0,NA
2020-01-16T00:00:00Z,henan,0,0,0
2020-01-17T00:00:00Z,henan,0,0,0
2020-01-18T00:00:00Z,henan,0,0,0
2020-01-19T00:00:00Z,henan,0,0,0
2020-01-20T00:00:00Z,henan,0,0,0
2020-01-21T00:00:00Z,henan,1,0,1
2020-01-22T00:00:00Z,henan,4,0,4
2020-01-23T00:00:00Z,henan,4,0,4
2020-01-24T00:00:00Z,henan,23,0,23
2020-01-25T00:00:00Z,henan,51,0,51
2020-01-26T00:00:00Z,henan,45,0,45
2020-01-27T00:00:00Z,henan,40,0,40
2020-01-28T00:00:00Z,henan,38,0,38
2020-01-29T00:00:00Z,henan,72,0,72
2020-01-30T00:00:00Z,henan,74,0,74
2020-01-31T00:00:00Z,henan,70,0,70
2020-02-01T00:00:00Z,henan,71,0,71
2020-02-02T00:00:00Z,henan,73,0,73
2020-02-03T00:00:00Z,henan,109,0,109
2020-02-04T00:00:00Z,henan,89,0,89
2020-02-05T00:00:00Z,henan,87,0,87
2020-02-06T00:00:00Z,henan,63,0,63
2020-02-07T00:00:00Z,henan,67,0,67
2020-02-08T00:00:00Z,henan,53,0,53
2020-02-09T00:00:00Z,henan,40,0,40
2020-02-10T00:00:00Z,henan,32,0,32
2020-02-11T00:00:00Z,henan,30,0,30
2020-02-12T00:00:00Z,henan,34,0,34
2020-02-13T00:00:00Z,henan,15,0,15
2020-02-14T00:00:00Z,henan,28,0,28
2020-02-15T00:00:00Z,henan,19,0,19
2020-02-16T00:00:00Z,henan,15,0,15
2020-02-17T00:00:00Z,henan,11,0,11
2020-02-18T00:00:00Z,henan,5,0,5
2020-02-19T00:00:00Z,henan,4,0,4
2020-02-20T00:00:00Z,henan,2,0,2
2020-02-21T00:00:00Z,henan,3,0,3
2020-02-22T00:00:00Z,henan,1,0,1
2020-02-23T00:00:00Z,henan,0,0,0
2020-02-24T00:00:00Z,henan,0,0,0
2020-02-25T00:00:00Z,henan,0,0,0
2020-02-26T00:00:00Z,henan,1,0,1
2020-02-27T00:00:00Z,henan,0,0,0
2020-02-28T00:00:00Z,henan,0,0,0
2020-02-29T00:00:00Z,henan,0,0,0
2020-03-01T00:00:00Z,henan,0,0,0
2020-03-02T00:00:00Z,henan,0,0,0
2020-03-03T00:00:00Z,henan,0,0,0
2020-03-04T00:00:00Z,henan,0,0,0
2020-03-05T00:00:00Z,henan,0,0,0
2020-03-06T00:00:00Z,henan,0,0,0
2020-03-07T00:00:00Z,henan,0,0,0
2020-03-08T00:00:00Z,henan,0,0,0
2020-03-09T00:00:00Z,henan,0,0,0
2020-03-10T00:00:00Z,henan,0,0,0
2020-03-11T00:00:00Z,henan,1,1,0
2020-03-12T00:00:00Z,henan,0,0,0
2020-03-13T00:00:00Z,henan,0,0,0
2020-03-14T00:00:00Z,henan,0,0,0
2020-03-15T00:00:00Z,henan,0,0,0
2020-03-16T00:00:00Z,henan,0,0,0
2020-03-17T00:00:00Z,henan,0,0,0
2020-03-18T00:00:00Z,henan,0,0,0
2020-03-19T00:00:00Z,henan,0,0,0
2020-03-20T00:00:00Z,henan,0,0,0
2020-03-21T00:00:00Z,henan,0,0,0
2020-03-22T00:00:00Z,henan,1,1,0
2020-03-23T00:00:00Z,henan,0,0,0
2020-03-24T00:00:00Z,henan,0,0,0
2020-03-25T00:00:00Z,henan,NA,0,NA
2020-03-26T00:00:00Z,henan,NA,0,NA
2020-03-27T00:00:00Z,henan,NA,0,NA
2020-03-28T00:00:00Z,henan,NA,0,NA
2020-03-29T00:00:00Z,henan,NA,0,NA
2020-03-30T00:00:00Z,henan,NA,0,NA
2020-03-31T00:00:00Z,henan,NA,0,NA
2020-04-01T00:00:00Z,henan,NA,0,NA
2020-04-02T00:00:00Z,henan,NA,0,NA
2020-01-16T00:00:00Z,hunan,0,0,0
2020-01-17T00:00:00Z,hunan,0,0,0
2020-01-18T00:00:00Z,hunan,0,0,0
2020-01-19T00:00:00Z,hunan,0,0,0
2020-01-20T00:00:00Z,hunan,0,0,0
2020-01-21T00:00:00Z,hunan,1,0,1
2020-01-22T00:00:00Z,hunan,3,0,3
2020-01-23T00:00:00Z,hunan,5,0,5
2020-01-24T00:00:00Z,hunan,15,0,15
2020-01-25T00:00:00Z,hunan,45,0,45
2020-01-26T00:00:00Z,hunan,31,0,31
2020-01-27T00:00:00Z,hunan,43,0,43
2020-01-28T00:00:00Z,hunan,78,0,78
2020-01-29T00:00:00Z,hunan,56,0,56
2020-01-30T00:00:00Z,hunan,55,0,55
2020-01-31T00:00:00Z,hunan,57,0,57
2020-02-01T00:00:00Z,hunan,74,0,74
2020-02-02T00:00:00Z,hunan,58,0,58
2020-02-03T00:00:00Z,hunan,72,0,72
2020-02-04T00:00:00Z,hunan,68,0,68
2020-02-05T00:00:00Z,hunan,50,0,50
2020-02-06T00:00:00Z,hunan,61,0,61
2020-02-07T00:00:00Z,hunan,31,0,31
2020-02-08T00:00:00Z,hunan,35,0,35
2020-02-09T00:00:00Z,hunan,41,0,41
2020-02-10T00:00:00Z,hunan,33,0,33
2020-02-11T00:00:00Z,hunan,34,0,34
2020-02-12T00:00:00Z,hunan,22,0,22
2020-02-13T00:00:00Z,hunan,20,0,20
2020-02-14T00:00:00Z,hunan,13,0,13
2020-02-15T00:00:00Z,hunan,3,0,3
2020-02-16T00:00:00Z,hunan,2,0,2
2020-02-17T00:00:00Z,hunan,1,0,1
2020-02-18T00:00:00Z,hunan,1,0,1
2020-02-19T00:00:00Z,hunan,2,0,2
2020-02-20T00:00:00Z,hunan,1,0,1
2020-02-21T00:00:00Z,hunan,2,0,2
2020-02-22T00:00:00Z,hunan,3,0,3
2020-02-23T00:00:00Z,hunan,0,0,0
2020-02-24T00:00:00Z,hunan,0,0,0
2020-02-25T00:00:00Z,hunan,0,0,0
2020-02-26T00:00:00Z,hunan,1,0,1
2020-02-27T00:00:00Z,hunan,0,0,0
2020-02-28T00:00:00Z,hunan,1,0,1
2020-02-29T00:00:00Z,hunan,0,0,0
2020-03-01T00:00:00Z,hunan,0,0,0
2020-03-02T00:00:00Z,hunan,0,0,0
2020-03-03T00:00:00Z,hunan,0,0,0
2020-03-04T00:00:00Z,hunan,0,0,0
2020-03-05T00:00:00Z,hunan,0,0,0
2020-03-06T00:00:00Z,hunan,0,0,0
2020-03-07T00:00:00Z,hunan,0,0,0
2020-03-08T00:00:00Z,hunan,0,0,0
2020-03-09T00:00:00Z,hunan,0,0,0
2020-03-10T00:00:00Z,hunan,0,0,0
2020-03-11T00:00:00Z,hunan,0,0,0
2020-03-12T00:00:00Z,hunan,0,0,0
2020-03-13T00:00:00Z,hunan,0,0,0
2020-03-14T00:00:00Z,hunan,0,0,0
2020-03-15T00:00:00Z,hunan,0,0,0
2020-03-16T00:00:00Z,hunan,0,0,0
2020-03-17T00:00:00Z,hunan,0,0,0
2020-03-18T00:00:00Z,hunan,0,0,0
2020-03-19T00:00:00Z,hunan,0,0,0
2020-03-20T00:00:00Z,hunan,0,0,0
2020-03-21T00:00:00Z,hunan,0,0,0
2020-03-22T00:00:00Z,hunan,0,0,0
2020-03-23T00:00:00Z,hunan,0,0,0
2020-03-24T00:00:00Z,hunan,0,0,0
2020-03-25T00:00:00Z,hunan,NA,0,NA
2020-03-26T00:00:00Z,hunan,NA,0,NA
2020-03-27T00:00:00Z,hunan,NA,0,NA
2020-03-28T00:00:00Z,hunan,NA,0,NA
2020-03-29T00:00:00Z,hunan,NA,0,NA
2020-03-30T00:00:00Z,hunan,NA,0,NA
2020-03-31T00:00:00Z,hunan,NA,0,NA
2020-04-01T00:00:00Z,hunan,NA,0,NA
2020-04-02T00:00:00Z,hunan,NA,0,NA
2020-01-16T00:00:00Z,chongqing,0,0,0
2020-01-17T00:00:00Z,chongqing,0,0,0
2020-01-18T00:00:00Z,chongqing,0,0,0
2020-01-19T00:00:00Z,chongqing,0,0,0
2020-01-20T00:00:00Z,chongqing,0,0,0
2020-01-21T00:00:00Z,chongqing,5,0,5
2020-01-22T00:00:00Z,chongqing,4,0,4
2020-01-23T00:00:00Z,chongqing,18,0,18
2020-01-24T00:00:00Z,chongqing,30,0,30
2020-01-25T00:00:00Z,chongqing,18,0,18
2020-01-26T00:00:00Z,chongqing,35,0,35
2020-01-27T00:00:00Z,chongqing,22,0,22
2020-01-28T00:00:00Z,chongqing,15,0,15
2020-01-29T00:00:00Z,chongqing,18,0,18
2020-01-30T00:00:00Z,chongqing,41,0,41
2020-01-31T00:00:00Z,chongqing,32,0,32
2020-02-01T00:00:00Z,chongqing,24,0,24
2020-02-02T00:00:00Z,chongqing,38,0,38
2020-02-03T00:00:00Z,chongqing,37,0,37
2020-02-04T00:00:00Z,chongqing,29,0,29
2020-02-05T00:00:00Z,chongqing,23,0,23
2020-02-06T00:00:00Z,chongqing,22,0,22
2020-02-07T00:00:00Z,chongqing,15,0,15
2020-02-08T00:00:00Z,chongqing,20,0,20
2020-02-09T00:00:00Z,chongqing,22,0,22
2020-02-10T00:00:00Z,chongqing,18,0,18
2020-02-11T00:00:00Z,chongqing,19,0,19
2020-02-12T00:00:00Z,chongqing,13,0,13
2020-02-13T00:00:00Z,chongqing,11,0,11
2020-02-14T00:00:00Z,chongqing,8,0,8
2020-02-15T00:00:00Z,chongqing,7,0,7
2020-02-16T00:00:00Z,chongqing,7,0,7
2020-02-17T00:00:00Z,chongqing,2,0,2
2020-02-18T00:00:00Z,chongqing,2,0,2
2020-02-19T00:00:00Z,chongqing,5,0,5
2020-02-20T00:00:00Z,chongqing,7,0,7
