province,r_mean,r_q2.5,r_q97.5,r_median,lag,date_lag,movement,rolling.corr.biweekly
hubei,5.158792217277408,4.718608869048547,5.618323957810928,5.155387473765365,-4,2020-01-20,5.747698545884738,NA
hubei,4.572393085375443,4.232181502173443,4.925569606212609,4.5701116546169755,-4,2020-01-21,5.522303373669089,NA
hubei,4.561455156033192,4.273269113881406,4.858911718007788,4.559823838074721,-4,2020-01-22,5.368995447693088,NA
hubei,4.409606630197113,4.166198050988989,4.659828140688997,4.408407773909345,-4,2020-01-23,4.792658357613655,NA
hubei,6.501827974425475,6.246638216193446,6.7620549877607194,6.5009415844641065,-4,2020-01-24,3.7747311754267363,NA
hubei,6.117625694411822,5.906827114241715,6.332068423097833,6.116984445808106,-4,2020-01-25,2.5738514485381105,NA
hubei,5.421957304922928,5.2581004568061696,5.5882931941564475,5.421521076767379,-4,2020-01-26,2.0204877561264154,NA
hubei,4.71925942654649,4.592552489511516,4.847666553507449,4.718960250292188,-4,2020-01-27,1.876848530336319,NA
hubei,4.086315845341668,3.9870016580370597,4.186834802375066,4.086103846475044,-4,2020-01-28,1.8175554958593882,NA
hubei,3.743787886300034,3.6623105639783824,3.826149144287964,3.743632343475954,-4,2020-01-29,1.7662976540476594,NA
hubei,3.446026696455915,3.377978119700796,3.5147444459962944,3.445908944678642,-4,2020-01-30,1.662974931553152,NA
hubei,2.9561713893299126,2.9007014046416835,3.012159447438062,2.9560802259419376,-4,2020-01-31,1.603110854149062,NA
hubei,2.841006153343338,2.792607652582119,2.8898146887849823,2.8409340011318878,-4,2020-02-01,1.5464693680919386,NA
hubei,2.6499402794610067,2.607812501466891,2.692400933683242,2.649881704530285,-4,2020-02-02,1.4996122083826264,0.4572058346072629
hubei,2.3615677337582763,2.325458979343775,2.3979508189460943,2.3615194608457912,-4,2020-02-03,1.513284782491127,0.4669731371060349
hubei,2.1574403772234207,2.1258622277438537,2.189248111304188,2.1573999781223403,-4,2020-02-04,1.4712443047152273,0.5285124939666012
hubei,1.8651642963667818,1.8380351960166668,1.8924893903709998,1.865129808133114,-4,2020-02-05,1.4374679628189961,0.6220938020321934
hubei,1.6713614991527042,1.6473900587361177,1.6955036901700407,1.6713314528405934,-4,2020-02-06,1.347894058475579,0.859360572745119
hubei,1.4704353694468022,1.4492037485000078,1.4918192503378165,1.4704085768625994,-4,2020-02-07,1.4059887270576306,0.949237826642453
hubei,1.2286888866755679,1.210165510480698,1.247351002892358,1.2286644731374505,-4,2020-02-08,1.4200529215818827,0.9805432158824704
hubei,1.9538117751908397,1.9312442340723517,1.9765085945879932,1.9537890266057112,-4,2020-02-09,1.4156991715396317,0.9708415852066883
hubei,1.992010857276729,1.9698987998054487,2.014244619928795,1.9919894413002743,-4,2020-02-10,1.390688280885584,0.9535510449035576
hubei,1.789292565620181,1.7692948991316724,1.8094010567052305,1.7892730642567374,-4,2020-02-11,1.3896855997971946,0.9364124370824486
hubei,1.5861984529414337,1.5683821062796077,1.6041140313708355,1.5861809915219198,-4,2020-02-12,1.4055668365725873,0.9137547192768658
hubei,1.4002541293851072,1.3843458645742124,1.4162520209298168,1.4002383581250344,-4,2020-02-13,1.4450549758323474,0.8248451192816212
hubei,1.275377549961263,1.260816691657107,1.2900208498032155,1.2753630430515102,-4,2020-02-14,1.4780970745310122,0.6227186950756299
hubei,1.1985621404702476,1.1848910626716227,1.2123105492549306,1.1985485328439838,-4,2020-02-15,1.4275772837586613,0.43031585609200673
hubei,0.5954201177720841,0.5860208496482652,0.6048931291144851,0.5954071414658662,-4,2020-02-16,1.3366815115768125,0.48396274415943724
hubei,0.42115106734077695,0.4133533757418234,0.42902061193235,0.4211384236462954,-4,2020-02-17,1.341638551630894,0.4773742212047837
hubei,0.3508390928756035,0.34364725842172633,0.35810437094490133,0.35082616928201155,-4,2020-02-18,1.3073188620922764,0.5520184970458105
hubei,0.324204880228677,0.31706586702342776,0.33142226729504987,0.3241910890755234,-4,2020-02-19,1.2996642279871555,0.6209046316239026
hubei,0.28672965809660034,0.2796931386305838,0.293852377765646,0.2867144897655776,-4,2020-02-20,1.3240086300490115,0.7341959159535696
hubei,0.25505066969007467,0.24802470760210807,0.26217339465119105,0.2550336426760945,-4,2020-02-21,1.3240775763055603,0.754716991899586
hubei,0.21556537874180862,0.2086757843865716,0.2225653051237595,0.2155459639956287,-4,2020-02-22,1.317199072333953,0.777512333222074
hubei,0.2244618660217757,0.21690778199821062,0.23214344337814236,0.2244394314513463,-4,2020-02-23,1.3170470287307756,0.786254621490828
hubei,0.23784961855244596,0.22944426379016625,0.24640406305997056,0.23782338372408418,-4,2020-02-24,1.3938674666215989,0.7719662059377267
hubei,0.2854901437650498,0.27549421518441286,0.2956617115233635,0.285459237123446,-4,2020-02-25,1.3948055217170863,0.7845259122490574
hubei,0.33056096481718283,0.3188735380082123,0.34245580092221717,0.3305244676905926,-4,2020-02-26,1.3775914627344938,0.804527199683782
hubei,0.36283669385615186,0.3495603048217668,0.3763570680299772,0.3627937605867015,-4,2020-02-27,1.33765548555011,0.7631484188400524
hubei,0.3655069286398129,0.3511232655578263,0.3801752798187584,0.36545683296804904,-4,2020-02-28,1.3542739815785025,0.5546069084858144
hubei,0.3729942820265041,0.3573785132084579,0.3889392873707538,0.37293634726718805,-4,2020-02-29,1.4670175004225112,0.07196322939464773
hubei,0.3736366692268881,0.35689645574703205,0.3907551589951758,0.3735701050307527,-4,2020-03-01,1.4885482933919214,0.3269319394198264
hubei,0.38348847220275506,0.3653625557352285,0.4020470350985601,0.3834123405898361,-4,2020-03-02,1.4824095044786207,0.5136843395044476
hubei,0.34637848200508375,0.3280109338295824,0.365239346958609,0.34629167422448565,-4,2020-03-03,1.4954764747338178,0.6005379871316314
hubei,0.23743165614038994,0.2212715870844797,0.2541531831143703,0.2373328571047843,-4,2020-03-04,1.560867726550617,0.3454394269916082
hubei,0.21709351320368356,0.20061049751981366,0.23421801931666514,0.21698063050379832,-4,2020-03-05,1.6047293456143314,0.061111512346491044
hubei,0.21311940714288735,0.19558429292188337,0.23139654333668833,0.21298883350567008,-4,2020-03-06,1.6073917786040222,-0.15955110124545205
hubei,0.20269779837602148,0.18423913316499282,0.22202503625884398,0.20254495478621398,-4,2020-03-07,1.6560325163089402,-0.44313924495667273
hubei,0.17110878332897106,0.1527608982894892,0.1904821700813167,0.17092832271891178,-4,2020-03-08,1.6631275680243367,-0.708085436088694
hubei,0.1255791704662393,0.10857104786484711,0.14380676736612982,0.12536457057517222,-4,2020-03-09,1.684332033631908,-0.8395328962634007
hubei,0.09657472377730736,0.08038794949807714,0.11422419036182888,0.09631731362692839,-4,2020-03-10,1.8556447101571742,-0.9040638093003914
hubei,0.08249187487140534,0.06616089585092766,0.10059713399496818,0.08217961693921311,-4,2020-03-11,2.0110444902822375,-0.9057347257675933
hubei,0.06446078158267951,0.04869298166437704,0.08240627177859364,0.06407749513193273,-4,2020-03-12,2.168075630049011,-0.887354345891529
hubei,0.05716884936745068,0.04084226414316415,0.07619790658648262,0.056693154533247386,-4,2020-03-13,2.344092573601487,-0.8551339940615338
hubei,0.050207915466561434,0.03336279520304737,0.07044095666537126,0.049611483732284765,-4,2020-03-14,2.8059197434510734,-0.7898508517167262
hubei,0.04541093731490746,0.027738180254955887,0.0673690635809536,0.04465637197724339,-4,2020-03-15,3.2120078918370796,-0.7541423579350368
hubei,0.043476337377061816,0.02433337599463957,0.0680828461834854,0.04251410678408326,-4,2020-03-16,3.397618051715396,-0.7683787197480711
hubei,0.040988103962544764,0.020461113818846275,0.06852598412349435,0.039752955037743724,-4,2020-03-17,3.637987410174075,-0.8077178946834497
hubei,0.033735945890743115,0.013563599946140125,0.06293910128360794,0.0321437879225579,-4,2020-03-18,3.8101555631232045,-0.8093149563891359
hubei,0.018801414032557872,0.0038773035776539086,0.04527811469893101,0.016758705035449416,-4,2020-03-19,3.952209233733311,-0.8204656746734104
hubei,0.024587876195406897,0.005070611187768868,0.05921324197482657,0.02191648797762861,-4,2020-03-20,4.130828452425216,-0.8274995609152835
hubei,0.021576157998165913,0.002612972831243182,0.06010732905616727,0.018106139916172832,-4,2020-03-21,4.120270263647118,-0.866457618131345
hubei,0.028559210311966676,0.0034586528627234053,0.07956086769255158,0.023966132332171028,-4,2020-03-22,4.0676077640696295,-0.9238728621999239
hubei,0.03799220069887676,0.0046010317607862285,0.10583949696556043,0.03188204784353434,-4,2020-03-23,4.2657622693932735,-0.9259540443308953
guangdong,26.017178361222506,18.587053660272908,34.677180813455514,25.800692679178574,0,2020-01-24,3.212132209338548,NA
guangdong,16.59509966012119,12.807747564295106,20.865547601406725,16.510074608153893,0,2020-01-25,2.7098114777544384,NA
guangdong,10.008317845622516,7.9942888237468965,12.245202289926414,9.969097020644801,0,2020-01-26,2.9256560486501964,NA
guangdong,8.366572021282629,7.005155914343973,9.847087794867369,8.34561253760886,0,2020-01-27,2.4380839988339447,NA
guangdong,6.625402124271797,5.680122337618898,7.64236974646812,6.612786592997319,0,2020-01-28,2.514696504464267,NA
guangdong,5.213944334643637,4.5417572416992265,5.931842132672899,5.205900335448365,0,2020-01-29,2.4390002670982898,NA
guangdong,4.574039666570202,4.053917584631493,5.125098900156758,4.568595535197292,0,2020-01-30,2.37074856221559,NA
guangdong,3.9779390638348278,3.5668838245425243,4.411087683945867,3.9740512368220937,0,2020-01-31,2.3112643612162342,NA
guangdong,3.8248809005721167,3.4769522571255864,4.189162405152141,3.822003271654237,0,2020-02-01,2.313512193489453,NA
guangdong,3.336089917069538,3.0522549970825006,3.632363182889127,3.3339011372299714,0,2020-02-02,2.240014760916511,NA
guangdong,2.7403625308377193,2.513869151181763,2.9764855801382697,2.7386679971066443,0,2020-02-03,2.287227617310663,NA
guangdong,2.475196899615426,2.2827991332605255,2.675267706834811,2.4738466777423147,0,2020-02-04,2.1390530610011242,NA
guangdong,2.1086933248661834,1.9473503978260267,2.2763659741774322,2.1075794869496307,0,2020-02-05,2.2072455043716563,NA
guangdong,1.7987215059902708,1.6615210650646248,1.941287211020645,1.7977773833919621,0,2020-02-06,2.185432510429252,0.9226326330094388
guangdong,1.5488320460038703,1.4299560344941116,1.6723868852931232,1.5480087150219657,0,2020-02-07,2.2133152198667245,0.8448292917246449
guangdong,1.23445427361752,1.1340523692627877,1.3390539013897431,1.2337156004554208,0,2020-02-08,2.0750996691264687,0.9214992569706332
guangdong,1.057282983835386,0.9680982751952475,1.1503410747747298,1.0566013837638208,0,2020-02-09,2.061177597841324,0.9018342034233685
guangdong,0.9125450649518194,0.831815307105145,0.9969600557927022,0.9118965719362162,0,2020-02-10,2.4210104913429844,0.736038614543863
guangdong,0.7243013517647366,0.6533897942607132,0.7988134057113201,0.7236677659477863,0,2020-02-11,2.3604968920619824,0.4709352949960323
guangdong,0.6658594909218449,0.5979200892883947,0.7374019844729922,0.6652254465073864,0,2020-02-12,2.435311518271712,0.12193811458143103
guangdong,0.5813591746482144,0.5172197574425461,0.6491932431189331,0.5807090142165799,0,2020-02-13,2.351197833957054,-0.0969338413909411
guangdong,0.4974341254943937,0.43697193913081184,0.5617570262717833,0.49675473596580905,0,2020-02-14,2.360737419123312,-0.25062355672197756
guangdong,0.4766778558410489,0.41576592727727757,0.5416928665850858,0.47595581153103655,0,2020-02-15,2.174158147444991,-0.3185378840095794
guangdong,0.4609186771079011,0.39879910052446593,0.5274687192606468,0.46013901590345335,0,2020-02-16,2.0027401178894815,-0.17833811682388498
guangdong,0.4395378287970408,0.3763035815031673,0.5076108570097659,0.43868630539979153,0,2020-02-17,2.5809499807411402,-0.384290680985994
guangdong,0.42762357877587687,0.36234507978776126,0.4982288263522645,0.4266861742511556,0,2020-02-18,2.64719394945549,-0.4132973944090055
guangdong,0.35220644975058446,0.2902679641536708,0.4200454741663169,0.3511680392813759,0,2020-02-19,2.7285069751802755,-0.499473735048599
guangdong,0.3196740961206816,0.25770243987998975,0.388222767809436,0.3185166056533166,0,2020-02-20,2.8560909594911457,-0.5633260342045925
guangdong,0.2856470398546781,0.22390168106670708,0.3547974302028921,0.2843437795856701,0,2020-02-21,3.0221991593454938,-0.654784062493243
guangdong,0.20486104325519788,0.1499840311730975,0.268161059223828,0.20337847054790895,0,2020-02-22,2.8643148281646624,-0.6585574224795365
guangdong,0.13841552084313916,0.09121670041625216,0.1952992968710564,0.136710488649347,0,2020-02-23,2.746472202413777,-0.5914125484112429
guangdong,0.14386300786456793,0.09217574368205035,0.20687076671440718,0.14186991941481514,0,2020-02-24,3.374028360828952,-0.7351343159404712
guangdong,0.14264107034179477,0.08712887147567587,0.21161411557028173,0.14027089227960604,0,2020-02-25,3.3740953929228428,-0.7922778190919607
guangdong,0.1461262506198308,0.08512392590692439,0.2233410599291561,0.14327123321675328,0,2020-02-26,3.4258889480452788,-0.8519099804403667
guangdong,0.16722214134710228,0.09558190233350947,0.2585695235678658,0.16375154555476618,0,2020-02-27,3.4570794402722766,-0.8649000985649439
guangdong,0.20444646694894564,0.11685882072149303,0.31612814623868196,0.2002033024837916,0,2020-02-28,3.54089100306037,-0.8424071938474719
guangdong,0.17205198862556945,0.08588773282227366,0.2876452116874013,0.16686731775240715,0,2020-02-29,3.4248992295403555,-0.8140111894041637
guangdong,0.15282219790196913,0.06597777805440604,0.27551311855024185,0.14650394450767804,0,2020-03-01,3.3026564759232677,-0.7589056394245717
guangdong,0.11677463312056788,0.037916405516462734,0.23919155202840586,0.10908873422562052,0,2020-03-02,3.772272186943545,-0.7225467800750149
guangdong,0.08604629981985931,0.017744815658954582,0.20721921372060534,0.07669766516368151,0,2020-03-03,3.725588383329194,-0.697245237891791
guangdong,0.1065468985497371,0.021972531971236036,0.2565893546621738,0.09497094432072745,0,2020-03-04,3.5335300586605936,-0.6250331270681558
guangdong,0.13327053960259297,0.027483589218459496,0.320946007979257,0.11879115364660597,0,2020-03-05,3.719241832559471,-0.529523137657562
guangdong,0.16781578017325102,0.034607648325055584,0.40413886582238723,0.1495831725926159,0,2020-03-06,3.7936462470480277,-0.36435480056694175
guangdong,0.1411815318380675,0.017097738485115067,0.39330657439409916,0.11847579950318099,0,2020-03-07,3.5793674587355246,-0.15150203272868956
guangdong,0.17804930418226672,0.021562596755620885,0.4960136144541979,0.14941425687443413,0,2020-03-08,3.441741024950222,-0.3570120792499217
guangdong,0.22498530879600798,0.027246764663236122,0.6267689544058125,0.18880170790787448,0,2020-03-09,3.958013935206038,0.066883679342691
guangdong,0.2842389660356527,0.03442265744878899,0.7918390782799251,0.2385258065456928,0,2020-03-10,3.9515506198616737,0.35156198438925373
guangdong,0.3575513996128841,0.04330113327131077,0.9960744462870393,0.3000476576582642,0,2020-03-11,3.9098741072518557,0.4744598074662347
guangdong,0.44597652438720475,0.05400982610968491,1.2424110773079349,0.3742516786616786,0,2020-03-12,3.9105903298421825,0.5401601793530064
guangdong,0.2746653723543105,0.006953925157199914,1.0132074488343696,0.19038352844483786,0,2020-03-13,4.000060708662909,0.5781053282903572
guangdong,0.33477999761887156,0.008475895696695612,1.2349630548645671,0.23205181145738601,0,2020-03-14,3.7389307750270473,0.5600667453069516
guangdong,0.4123451295498363,0.010439674813199889,1.5210914764003403,0.28581586396509445,0,2020-03-15,3.6055919606361533,0.398946979145171
guangdong,0.5140303703945505,0.013014122215742632,1.8961960721390332,0.35629870196116703,0,2020-03-16,4.0848046953732435,0.5585803781602338
guangdong,0.6452170428201164,0.016335481198311047,2.3801278927032787,0.44723037407998917,0,2020-03-17,4.048102227081957,0.6314328932366109
guangdong,0.8116523993170933,0.02054925959589834,2.994087859723104,0.5625945721813581,0,2020-03-18,3.952121691054207,0.5396154765860722
guangdong,1.0187012030775289,0.025791281452881964,3.7578659379138437,0.7061098667462133,0,2020-03-19,3.9471553069209824,0.4754721401834088
guangdong,1.2701318749972361,0.032156954925906096,4.685363377692513,0.8803883280936511,0,2020-03-20,4.120409779712317,0.5602556439000332
guangdong,1.5665349052406063,0.03966122993156941,5.778758426094393,1.0858392528162673,0,2020-03-21,3.8556373149360357,0.3351343243721313
guangdong,3.8074614714355657,0.46110124804017566,10.606908771789229,3.1951207500941443,0,2020-03-22,3.758508374973164,-0.21270639427788882
guangdong,4.371093398280623,0.5293596892229187,12.177086821853438,3.6681057240429906,0,2020-03-23,4.201380105597488,0.2162325059840489
guangdong,6.2588294277351775,1.290721096299461,15.072695926982048,5.578829127690593,0,2020-03-24,4.1636717701944415,0.4062649229238261
guangdong,5.220946708787078,1.0766847279500344,12.573236433605999,4.653708798011054,0,2020-03-25,NA,NA
guangdong,3.956842316261274,0.8159960119215035,9.528983295140378,3.5269450018587607,0,2020-03-26,NA,NA
guangdong,3.0545438111145176,0.6299203680332797,7.356041667560533,2.7226781272770824,0,2020-03-27,NA,NA
zhejiang,38.715620159650335,26.305385540409613,53.486085588833774,38.30012835491237,0,2020-01-24,2.8487531636743944,NA
zhejiang,22.71617824602233,16.86038534283709,29.431352490415115,22.564917856381317,0,2020-01-25,2.186392478647377,NA
zhejiang,16.634997378016262,13.410155729645552,20.202089574871792,16.574764624961333,0,2020-01-26,1.9156832647725293,NA
zhejiang,9.936310429329735,8.210565566917257,11.82421657352093,9.907772445361394,0,2020-01-27,1.7966198222067284,NA
zhejiang,7.356983825173519,6.2644538882057,8.536036371899458,7.34175759370998,0,2020-01-28,1.6433887850793099,NA
zhejiang,7.752552342689989,6.869465589435214,8.688262451055904,7.7432920039149815,0,2020-01-29,1.6038351647202371,NA
zhejiang,7.2715387484460905,6.58133960666577,7.9956592624091725,7.265569555959199,0,2020-01-30,1.5030584260066235,NA
zhejiang,5.708814596787191,5.2169142460922915,6.222558723534018,5.704970737758204,0,2020-01-31,1.506299194701063,NA
zhejiang,4.103175467916077,3.7637361722550526,4.457060172449461,4.1006335080602,0,2020-02-01,1.4695333989890187,NA
zhejiang,2.99924003065496,2.755516799874277,3.25314380890745,2.997448560341479,0,2020-02-02,1.3633908994247865,NA
zhejiang,2.4340452800813375,2.2426858213867766,2.633127135179633,2.4326863724740013,0,2020-02-03,1.3754072006275058,NA
zhejiang,2.164106502248537,2.0017686623684208,2.332683353999874,2.163008627464969,0,2020-02-04,1.216324828307478,NA
zhejiang,1.667902835017422,1.5370973899977243,1.8039735122219924,1.6669763139042972,0,2020-02-05,1.2067000575213527,NA
zhejiang,1.2766011577475471,1.1699205078194757,1.3878699346738872,1.2757937842440261,0,2020-02-06,1.0230228168032072,0.9769899912570789
zhejiang,1.0316668737955645,0.9404937087496772,1.126997471683806,1.0309352874859645,0,2020-02-07,1.058636454592993,0.9452089523566233
zhejiang,0.931612900996807,0.8475151475716026,1.0196317157683992,0.9309229083153904,0,2020-02-08,1.0266911887746208,0.9237257473820062
zhejiang,0.8374392467598326,0.7587964853215772,0.9199039142527791,0.8367667009279075,0,2020-02-09,1.0725838574167683,0.9486086201311347
zhejiang,0.7666606791029388,0.6916019998669786,0.8455304226714936,0.7659900392766983,0,2020-02-10,1.2967501464179885,0.898930383734806
